id,lego_count,bb_list
1_2210,1,"[(374, 89, 470, 221)]"
1_2211,1,"[(191, 313, 224, 348)]"
1_2212,1,"[(1847, 2233, 2500, 3107)]"
1_2213,1,"[(1665, 2423, 2298, 2867)]"
1_2214,1,"[(156, 374, 238, 521)]"
1_2215,1,"[(363, 321, 787, 823)]"
1_2216,1,"[(933, 1953, 1963, 2825)]"
1_2217,1,"[(260, 235, 588, 570)]"
1_2218,1,"[(218, 188, 557, 530)]"
1_2219,1,"[(1260, 258, 2538, 1735)]"
1_222,1,"[(355, 97, 488, 230)]"
1_2220,1,"[(175, 102, 246, 153)]"
1_2221,1,"[(190, 84, 233, 119)]"
1_2222,1,"[(163, 154, 250, 193)]"
1_2223,1,"[(135, 359, 274, 495)]"
1_2224,1,"[(185, 137, 274, 217)]"
1_2225,1,"[(249, 440, 594, 502)]"
1_2226,1,"[(361, 420, 473, 527)]"
1_2227,1,"[(198, 92, 225, 113)]"
1_2228,1,"[(177, 415, 235, 473)]"
1_2229,1,"[(339, 755, 471, 886)]"
1_223,1,"[(176, 185, 233, 233)]"
1_2230,1,"[(168, 175, 252, 253)]"
1_2231,1,"[(1072, 644, 2412, 1439)]"
1_2232,1,"[(266, 388, 577, 563)]"
1_2233,1,"[(327, 732, 493, 895)]"
1_2234,1,"[(358, 759, 462, 864)]"
1_2235,1,"[(291, 237, 699, 645)]"
1_2236,1,"[(173, 47, 250, 96)]"
1_2237,1,"[(999, 1463, 2653, 3078)]"
1_2238,1,"[(1214, 1250, 1804, 1786)]"
1_2239,1,"[(1162, 1452, 1373, 1726)]"
1_224,1,"[(375, 101, 479, 215)]"
1_2240,1,"[(180, 330, 238, 450)]"
1_2241,1,"[(1234, 1587, 1741, 2117)]"
1_2242,1,"[(1504, 2203, 2232, 2969)]"
1_2243,1,"[(1074, 1436, 1524, 1813)]"
1_2244,1,"[(340, 763, 464, 875)]"
1_2245,1,"[(162, 253, 250, 326)]"
1_2246,1,"[(1713, 1315, 2337, 1757)]"
1_2247,1,"[(1234, 1226, 2005, 1935)]"
1_2248,1,"[(154, 251, 264, 364)]"
1_2249,1,"[(352, 244, 702, 546)]"
1_225,1,"[(156, 411, 251, 491)]"
1_2250,1,"[(335, 728, 484, 896)]"
1_2251,1,"[(725, 2489, 1014, 2817)]"
1_2252,1,"[(358, 95, 483, 214)]"
1_2253,1,"[(162, 221, 251, 306)]"
1_2254,1,"[(787, 1381, 1202, 1827)]"
1_2255,1,"[(1369, 2291, 1756, 2782)]"
1_2256,1,"[(414, 271, 734, 564)]"
1_2257,1,"[(657, 1821, 1809, 2099)]"
1_2258,1,"[(1107, 1070, 2128, 2161)]"
1_2259,1,"[(371, 94, 491, 245)]"
1_226,1,"[(1821, 1211, 2474, 1851)]"
1_2260,1,"[(1475, 217, 1884, 696)]"
1_2261,1,"[(2097, 2281, 3297, 3546)]"
1_2262,1,"[(177, 162, 242, 198)]"
1_2263,1,"[(1081, 1288, 1456, 1649)]"
1_2264,1,"[(916, 1615, 1558, 2153)]"
1_2265,1,"[(189, 138, 231, 169)]"
1_2266,1,"[(1060, 1448, 1830, 1917)]"
1_2267,1,"[(1403, 1539, 1977, 2163)]"
1_2268,1,"[(275, 655, 542, 972)]"
1_2269,1,"[(356, 109, 489, 205)]"
1_227,1,"[(156, 261, 264, 321)]"
1_2270,1,"[(375, 428, 462, 532)]"
1_2271,1,"[(1127, 833, 1430, 2263)]"
1_2272,1,"[(616, 1809, 1556, 2572)]"
1_2273,1,"[(1335, 1087, 2297, 1698)]"
1_2274,1,"[(799, 1904, 1842, 2483)]"
1_2275,1,"[(959, 1499, 1231, 1762)]"
1_2276,1,"[(192, 91, 229, 117)]"
1_2277,1,"[(156, 219, 261, 285)]"
1_2278,1,"[(363, 56, 489, 215)]"
1_2279,1,"[(179, 104, 244, 150)]"
1_228,1,"[(1105, 1498, 1719, 2067)]"
1_2280,1,"[(1888, 1382, 2874, 2010)]"
1_2281,1,"[(1428, 1858, 2051, 2242)]"
1_2282,1,"[(1209, 681, 1997, 1312)]"
1_2283,1,"[(1769, 1110, 2277, 1623)]"
1_2284,1,"[(188, 231, 230, 279)]"
1_2285,1,"[(1169, 1806, 1952, 3377)]"
1_2286,1,"[(168, 99, 250, 155)]"
1_2287,1,"[(147, 259, 266, 360)]"
1_2288,1,"[(789, 1570, 1974, 2558)]"
1_2289,1,"[(1160, 1244, 2115, 2267)]"
1_229,1,"[(179, 82, 244, 124)]"
1_2290,1,"[(168, 153, 251, 212)]"
1_2291,1,"[(962, 1261, 1805, 1732)]"
1_2292,1,"[(166, 124, 251, 181)]"
1_2293,1,"[(366, 99, 482, 220)]"
1_2294,1,"[(1525, 2319, 2607, 3290)]"
1_2295,1,"[(162, 151, 250, 210)]"
1_2296,1,"[(364, 769, 455, 859)]"
1_2297,1,"[(1239, 2062, 2459, 3088)]"
1_2298,1,"[(2047, 1321, 2539, 1756)]"
1_2299,1,"[(167, 93, 255, 149)]"
1_23,1,"[(1601, 1202, 2827, 1904)]"
1_230,1,"[(1461, 1808, 1973, 2251)]"
1_2300,1,"[(365, 374, 473, 569)]"
1_2301,1,"[(373, 74, 476, 206)]"
1_2302,1,"[(957, 1270, 1620, 1829)]"
1_2303,1,"[(163, 410, 242, 484)]"
1_2304,1,"[(164, 296, 252, 374)]"
1_2305,1,"[(184, 280, 230, 329)]"
1_2306,1,"[(430, 1560, 1330, 2163)]"
1_2307,1,"[(1852, 1209, 2403, 1716)]"
1_2308,1,"[(151, 1196, 1456, 1715)]"
1_2309,1,"[(816, 1961, 1916, 3000)]"
1_231,1,"[(347, 735, 481, 877)]"
1_2310,1,"[(168, 112, 262, 145)]"
1_2311,1,"[(363, 340, 468, 609)]"
1_2312,1,"[(358, 344, 473, 609)]"
1_2313,1,"[(190, 36, 227, 58)]"
1_2314,1,"[(194, 107, 229, 135)]"
1_2315,1,"[(176, 164, 242, 196)]"
1_2316,1,"[(183, 29, 227, 65)]"
1_2317,1,"[(303, 718, 516, 915)]"
1_2318,1,"[(323, 362, 520, 579)]"
1_2319,1,"[(155, 217, 257, 300)]"
1_232,1,"[(1362, 1481, 1960, 2144)]"
1_2320,1,"[(154, 312, 263, 411)]"
1_2321,1,"[(1395, 1367, 2214, 3433)]"
1_2322,1,"[(358, 407, 472, 515)]"
1_2323,1,"[(180, 195, 236, 234)]"
1_2324,1,"[(847, 1880, 2014, 2743)]"
1_2325,1,"[(1041, 1488, 1556, 1983)]"
1_2326,1,"[(181, 83, 244, 124)]"
1_2327,1,"[(149, 289, 262, 381)]"
1_2328,1,"[(189, 51, 226, 73)]"
1_2329,1,"[(298, 694, 536, 944)]"
1_233,1,"[(884, 1193, 1392, 1967)]"
1_2330,1,"[(1310, 1013, 2142, 1698)]"
1_2331,1,"[(384, 121, 460, 202)]"
1_2332,1,"[(906, 1439, 1655, 2340)]"
1_2333,1,"[(158, 190, 443, 390)]"
1_2334,1,"[(1075, 1140, 2196, 2156)]"
1_2335,1,"[(370, 181, 1263, 1070)]"
1_2336,1,"[(1031, 1702, 2089, 2669)]"
1_2337,1,"[(186, 220, 223, 263)]"
1_2338,1,"[(359, 48, 485, 244)]"
1_2339,1,"[(104, 156, 271, 265)]"
1_234,1,"[(361, 374, 453, 542)]"
1_2340,1,"[(1242, 1723, 1821, 2496)]"
1_2341,1,"[(352, 81, 491, 229)]"
1_2342,1,"[(167, 253, 250, 325)]"
1_2343,1,"[(195, 193, 222, 228)]"
1_2344,1,"[(319, 719, 504, 909)]"
1_2345,1,"[(1224, 1460, 1514, 2032)]"
1_2346,1,"[(172, 178, 244, 262)]"
1_2347,1,"[(479, 1123, 1292, 1819)]"
1_2348,1,"[(371, 432, 461, 521)]"
1_2349,1,"[(1420, 1357, 2240, 2154)]"
1_235,1,"[(1898, 1176, 2392, 1656)]"
1_2350,1,"[(200, 88, 214, 106)]"
1_2351,1,"[(1177, 1638, 1969, 2152)]"
1_2352,1,"[(753, 1462, 1122, 1867)]"
1_2353,1,"[(196, 28, 228, 64)]"
1_2354,1,"[(889, 1350, 1763, 2286)]"
1_2355,1,"[(174, 371, 237, 473)]"
1_2356,1,"[(166, 175, 249, 246)]"
1_2357,1,"[(243, 661, 577, 968)]"
1_2358,1,"[(177, 75, 251, 120)]"
1_2359,1,"[(162, 247, 252, 338)]"
1_236,1,"[(189, 368, 223, 398)]"
1_2360,1,"[(1049, 1652, 1368, 1967)]"
1_2361,1,"[(1082, 1529, 1492, 1858)]"
1_2362,1,"[(157, 172, 247, 251)]"
1_2363,1,"[(183, 86, 239, 114)]"
1_2364,1,"[(262, 381, 576, 554)]"
1_2365,1,"[(173, 415, 230, 458)]"
1_2366,1,"[(382, 143, 897, 1037)]"
1_2367,1,"[(286, 688, 533, 940)]"
1_2368,1,"[(1105, 1188, 1525, 1574)]"
1_2369,1,"[(365, 67, 484, 221)]"
1_237,1,"[(1699, 1472, 1989, 1994)]"
1_2370,1,"[(1443, 641, 2570, 2335)]"
1_2371,1,"[(990, 2239, 1447, 2713)]"
1_2372,1,"[(141, 337, 258, 435)]"
1_2373,1,"[(146, 333, 270, 444)]"
1_2374,1,"[(165, 254, 271, 343)]"
1_2375,1,"[(980, 1418, 1974, 2368)]"
1_2376,1,"[(357, 764, 462, 871)]"
1_2377,1,"[(185, 131, 232, 176)]"
1_2378,1,"[(177, 71, 243, 123)]"
1_2379,1,"[(758, 865, 1729, 1706)]"
1_238,1,"[(356, 87, 475, 235)]"
1_2380,1,"[(204, 136, 557, 503)]"
1_2381,1,"[(357, 769, 460, 852)]"
1_2382,1,"[(184, 157, 230, 199)]"
1_2383,1,"[(371, 101, 464, 224)]"
1_2384,1,"[(1189, 2532, 2087, 3116)]"
1_2385,1,"[(149, 256, 267, 357)]"
1_2386,1,"[(178, 81, 240, 112)]"
1_2387,1,"[(563, 911, 1209, 1848)]"
1_2388,1,"[(1097, 1328, 1511, 1822)]"
1_2389,1,"[(168, 400, 246, 490)]"
1_239,1,"[(1666, 1685, 2472, 2164)]"
1_2390,1,"[(309, 643, 514, 1016)]"
1_2391,1,"[(925, 1188, 1664, 1795)]"
1_2392,1,"[(275, 271, 600, 606)]"
1_2393,1,"[(383, 262, 776, 663)]"
1_2394,1,"[(192, 107, 223, 134)]"
1_2395,1,"[(1241, 1678, 2350, 2314)]"
1_2396,1,"[(875, 1377, 1267, 1835)]"
1_2397,1,"[(1410, 1320, 2162, 2133)]"
1_2398,1,"[(1387, 1231, 1939, 1769)]"
1_2399,1,"[(295, 697, 518, 932)]"
1_24,1,"[(971, 1301, 2474, 2801)]"
1_240,1,"[(178, 227, 243, 291)]"
1_2400,1,"[(2104, 1248, 2988, 2131)]"
1_2401,1,"[(1495, 1956, 2198, 3035)]"
1_2402,1,"[(2404, 935, 3102, 1378)]"
1_2403,1,"[(169, 221, 244, 274)]"
1_2404,1,"[(201, 111, 223, 135)]"
1_2405,1,"[(1493, 1558, 2257, 2113)]"
1_2406,1,"[(145, 335, 261, 452)]"
1_2407,1,"[(1304, 1122, 2169, 2272)]"
1_2408,1,"[(1215, 1416, 1869, 2545)]"
1_2409,1,"[(233, 159, 546, 458)]"
1_241,1,"[(178, 153, 233, 189)]"
1_2410,1,"[(150, 101, 516, 468)]"
1_2411,1,"[(360, 405, 471, 540)]"
1_2412,1,"[(352, 762, 463, 860)]"
1_2413,1,"[(336, 403, 496, 542)]"
1_2414,1,"[(1133, 2013, 2036, 2910)]"
1_2415,1,"[(174, 236, 237, 339)]"
1_2416,1,"[(152, 395, 259, 500)]"
1_2417,1,"[(1110, 1521, 1489, 1826)]"
1_2418,1,"[(187, 85, 232, 122)]"
1_2419,1,"[(383, 718, 435, 910)]"
1_242,1,"[(916, 1574, 1759, 2424)]"
1_2420,1,"[(139, 301, 257, 421)]"
1_2421,1,"[(1704, 431, 2721, 1039)]"
1_2422,1,"[(488, 1347, 1591, 2050)]"
1_2423,1,"[(1441, 2205, 2032, 2809)]"
1_2424,1,"[(348, 398, 489, 544)]"
1_2425,1,"[(183, 97, 242, 153)]"
1_2426,1,"[(606, 1508, 1724, 1736)]"
1_2427,1,"[(314, 648, 514, 984)]"
1_2428,1,"[(356, 287, 915, 877)]"
1_2429,1,"[(716, 981, 2359, 3236)]"
1_243,1,"[(165, 93, 255, 151)]"
1_2430,1,"[(134, 353, 271, 495)]"
1_2431,1,"[(254, 723, 563, 898)]"
1_2432,1,"[(194, 233, 221, 260)]"
1_2433,1,"[(374, 781, 445, 843)]"
1_2434,1,"[(320, 174, 1136, 1005)]"
1_2435,1,"[(360, 716, 456, 918)]"
1_2436,1,"[(167, 179, 437, 368)]"
1_2437,1,"[(172, 42, 248, 97)]"
1_2438,1,"[(362, 421, 469, 529)]"
1_2439,1,"[(994, 1308, 1446, 1954)]"
1_244,1,"[(190, 138, 235, 202)]"
1_2440,1,"[(754, 1596, 1885, 2048)]"
1_2441,1,"[(1350, 1624, 2170, 2629)]"
1_2442,1,"[(182, 174, 229, 232)]"
1_2443,1,"[(163, 117, 256, 181)]"
1_2444,1,"[(1672, 2113, 2061, 2635)]"
1_2445,1,"[(193, 197, 222, 229)]"
1_2446,1,"[(1135, 1808, 2263, 2498)]"
1_2447,1,"[(1668, 2271, 2200, 2805)]"
1_2448,1,"[(306, 317, 524, 636)]"
1_2449,1,"[(1062, 2021, 2188, 3167)]"
1_245,1,"[(175, 99, 252, 148)]"
1_2450,1,"[(196, 87, 232, 116)]"
1_2451,1,"[(372, 433, 466, 527)]"
1_2452,1,"[(866, 1952, 2233, 3173)]"
1_2453,1,"[(344, 375, 471, 564)]"
1_2454,1,"[(339, 395, 493, 557)]"
1_2455,1,"[(112, 119, 477, 412)]"
1_2456,1,"[(331, 56, 508, 263)]"
1_2457,1,"[(162, 356, 252, 420)]"
1_2458,1,"[(1461, 1303, 1902, 2110)]"
1_2459,1,"[(862, 1858, 2535, 2488)]"
1_246,1,"[(166, 254, 245, 322)]"
1_2460,1,"[(196, 90, 227, 114)]"
1_2461,1,"[(202, 88, 222, 112)]"
1_2462,1,"[(366, 757, 459, 867)]"
1_2463,1,"[(248, 66, 601, 234)]"
1_2464,1,"[(952, 1288, 1787, 2478)]"
1_2465,1,"[(352, 85, 490, 243)]"
1_2466,1,"[(1152, 2064, 1916, 2750)]"
1_2467,1,"[(181, 104, 242, 144)]"
1_2468,1,"[(165, 211, 250, 294)]"
1_2469,1,"[(1315, 1593, 2119, 2489)]"
1_247,1,"[(1026, 1336, 1463, 1766)]"
1_2470,1,"[(965, 1395, 1549, 1869)]"
1_2471,1,"[(139, 387, 268, 516)]"
1_2472,1,"[(300, 299, 532, 517)]"
1_2473,1,"[(1159, 1107, 2045, 2888)]"
1_2474,1,"[(168, 126, 251, 183)]"
1_2475,1,"[(1305, 1567, 2012, 2273)]"
1_2476,1,"[(703, 1212, 1803, 2369)]"
1_2477,1,"[(995, 1933, 2112, 3152)]"
1_2478,1,"[(365, 758, 455, 864)]"
1_2479,1,"[(1035, 1987, 1641, 2356)]"
1_248,1,"[(173, 95, 250, 146)]"
1_2480,1,"[(190, 221, 219, 257)]"
1_2481,1,"[(188, 104, 233, 135)]"
1_2482,1,"[(1029, 1823, 2113, 2702)]"
1_2483,1,"[(152, 287, 262, 384)]"
1_2484,1,"[(1100, 2372, 1877, 3016)]"
1_2485,1,"[(370, 716, 449, 913)]"
1_2486,1,"[(1227, 2627, 2102, 3255)]"
1_2487,1,"[(989, 1941, 1380, 2204)]"
1_2488,1,"[(1552, 1274, 2222, 1800)]"
1_2489,1,"[(1101, 1512, 1384, 1839)]"
1_249,1,"[(171, 269, 235, 344)]"
1_2490,1,"[(176, 202, 1679, 964)]"
1_2491,1,"[(166, 109, 256, 145)]"
1_2492,1,"[(171, 175, 240, 234)]"
1_2493,1,"[(373, 777, 449, 867)]"
1_2494,1,"[(170, 49, 252, 97)]"
1_2495,1,"[(807, 1131, 1666, 2088)]"
1_2496,1,"[(163, 147, 256, 217)]"
1_2497,1,"[(828, 1306, 1148, 1663)]"
1_2498,1,"[(324, 775, 493, 863)]"
1_2499,1,"[(342, 674, 483, 946)]"
1_25,1,"[(159, 243, 252, 330)]"
1_250,1,"[(924, 1277, 1264, 1607)]"
1_2500,1,"[(1096, 1778, 2462, 2836)]"
1_2501,1,"[(1301, 965, 2226, 1927)]"
1_2502,1,"[(354, 763, 459, 873)]"
1_2503,1,"[(878, 1638, 1293, 2343)]"
1_2504,1,"[(175, 298, 238, 365)]"
1_2505,1,"[(175, 161, 242, 204)]"
1_2506,1,"[(157, 282, 253, 389)]"
1_2507,1,"[(1220, 1635, 1405, 1894)]"
1_2508,1,"[(171, 175, 247, 254)]"
1_2509,1,"[(321, 261, 527, 528)]"
1_251,1,"[(1005, 1576, 1455, 2043)]"
1_2510,1,"[(1637, 2160, 2190, 2924)]"
1_2511,1,"[(1919, 1698, 2741, 2293)]"
1_2512,1,"[(1242, 1722, 1758, 2258)]"
1_2513,1,"[(344, 371, 486, 571)]"
1_2514,1,"[(176, 47, 254, 95)]"
1_2515,1,"[(162, 181, 265, 256)]"
1_2516,1,"[(1232, 1556, 1789, 2159)]"
1_2517,1,"[(176, 104, 242, 149)]"
1_2518,1,"[(192, 104, 230, 135)]"
1_2519,1,"[(182, 196, 240, 247)]"
1_252,1,"[(1157, 1789, 1540, 2177)]"
1_2520,1,"[(190, 262, 227, 307)]"
1_2521,1,"[(192, 104, 230, 130)]"
1_2522,1,"[(342, 421, 491, 531)]"
1_2523,1,"[(940, 1242, 1338, 1643)]"
1_2524,1,"[(173, 103, 246, 153)]"
1_2525,1,"[(1121, 736, 1512, 2251)]"
1_2526,1,"[(380, 410, 451, 512)]"
1_2527,1,"[(290, 289, 699, 722)]"
1_2528,1,"[(1014, 1368, 1508, 2110)]"
1_2529,1,"[(824, 1087, 1939, 1296)]"
1_253,1,"[(850, 1136, 1724, 1899)]"
1_2530,1,"[(166, 152, 251, 219)]"
1_2531,1,"[(146, 369, 268, 484)]"
1_2532,1,"[(376, 98, 476, 216)]"
1_2533,1,"[(185, 54, 238, 86)]"
1_2534,1,"[(1795, 5821, 2219, 7121)]"
1_2535,1,"[(195, 0, 641, 310)]"
1_2536,1,"[(159, 399, 253, 498)]"
1_2537,1,"[(193, 79, 229, 108)]"
1_2538,1,"[(344, 741, 476, 882)]"
1_2539,1,"[(1539, 854, 2700, 1367)]"
1_254,1,"[(170, 293, 230, 399)]"
1_2540,1,"[(318, 217, 607, 566)]"
1_2541,1,"[(1960, 1310, 2893, 1960)]"
1_2542,1,"[(1339, 1892, 1909, 2555)]"
1_2543,1,"[(347, 391, 484, 561)]"
1_2544,1,"[(1773, 1398, 2286, 1841)]"
1_2545,1,"[(1423, 1653, 1714, 2085)]"
1_2546,1,"[(234, 378, 595, 559)]"
1_2547,1,"[(1271, 1511, 1651, 2245)]"
1_2548,1,"[(151, 396, 253, 498)]"
1_2549,1,"[(1088, 1794, 2350, 3137)]"
1_255,1,"[(1376, 932, 2589, 1960)]"
1_2550,1,"[(242, 686, 580, 935)]"
1_2551,1,"[(173, 107, 249, 190)]"
1_2552,1,"[(163, 181, 254, 249)]"
1_2553,1,"[(901, 1434, 1555, 1810)]"
1_2554,1,"[(898, 1783, 2140, 2958)]"
1_2555,1,"[(1196, 1775, 1621, 2352)]"
1_2556,1,"[(276, 255, 1092, 1088)]"
1_2557,1,"[(156, 294, 260, 438)]"
1_2558,1,"[(146, 215, 264, 307)]"
1_2559,1,"[(161, 323, 241, 452)]"
1_256,1,"[(180, 47, 234, 81)]"
1_2560,1,"[(418, 2311, 1200, 2547)]"
1_2561,1,"[(1381, 1293, 1954, 1799)]"
1_2562,1,"[(1138, 2023, 2168, 2428)]"
1_2563,1,"[(150, 258, 259, 313)]"
1_2564,1,"[(339, 264, 505, 426)]"
1_2565,1,"[(174, 356, 232, 413)]"
1_2566,1,"[(919, 1452, 2348, 2021)]"
1_2567,1,"[(1071, 1297, 1412, 1593)]"
1_2568,1,"[(2241, 1538, 2911, 2181)]"
1_2569,1,"[(1299, 1894, 2447, 2388)]"
1_257,1,"[(305, 0, 543, 341)]"
1_2570,1,"[(368, 414, 471, 524)]"
1_2571,1,"[(982, 1859, 1648, 2479)]"
1_2572,1,"[(157, 248, 255, 331)]"
1_2573,1,"[(188, 185, 224, 224)]"
1_2574,1,"[(180, 222, 231, 271)]"
1_2575,1,"[(369, 49, 492, 256)]"
1_2576,1,"[(1022, 1096, 1650, 1584)]"
1_2577,1,"[(196, 269, 219, 301)]"
1_2578,1,"[(1745, 1238, 2320, 1772)]"
1_2579,1,"[(241, 159, 359, 262)]"
1_258,1,"[(1777, 1988, 2475, 2658)]"
1_2580,1,"[(347, 749, 473, 877)]"
1_2581,1,"[(652, 925, 1546, 1790)]"
1_2582,1,"[(879, 1393, 1579, 2066)]"
1_2583,1,"[(140, 385, 273, 514)]"
1_2584,1,"[(357, 166, 637, 494)]"
1_2585,1,"[(196, 135, 223, 160)]"
1_2586,1,"[(824, 1288, 2616, 2669)]"
1_2587,1,"[(162, 293, 254, 375)]"
1_2588,1,"[(199, 114, 222, 136)]"
1_2589,1,"[(319, 224, 642, 508)]"
1_259,1,"[(872, 1314, 1644, 1694)]"
1_2590,1,"[(798, 1390, 1908, 1848)]"
1_2591,1,"[(1340, 1799, 1968, 2392)]"
1_2592,1,"[(271, 366, 562, 570)]"
1_2593,1,"[(1539, 1705, 2147, 2347)]"
1_2594,1,"[(141, 257, 268, 361)]"
1_2595,1,"[(196, 239, 219, 271)]"
1_2596,1,"[(190, 113, 230, 142)]"
1_2597,1,"[(1313, 1471, 1695, 2381)]"
1_2598,1,"[(169, 257, 236, 312)]"
1_2599,1,"[(132, 405, 278, 486)]"
1_26,1,"[(562, 860, 2393, 3123)]"
1_260,1,"[(352, 784, 449, 843)]"
1_2600,1,"[(174, 159, 241, 201)]"
1_2601,1,"[(950, 1788, 1947, 2776)]"
1_2602,1,"[(194, 37, 228, 97)]"
1_2603,1,"[(307, 689, 501, 929)]"
1_2604,1,"[(177, 421, 232, 473)]"
1_2605,1,"[(168, 124, 255, 183)]"
1_2606,1,"[(375, 430, 457, 515)]"
1_2607,1,"[(1252, 1656, 2256, 2631)]"
1_2608,1,"[(374, 68, 470, 247)]"
1_2609,1,"[(167, 94, 258, 150)]"
1_261,1,"[(174, 347, 241, 417)]"
1_2610,1,"[(167, 178, 248, 251)]"
1_2611,1,"[(1906, 1052, 3214, 2054)]"
1_2612,1,"[(170, 413, 233, 478)]"
1_2613,1,"[(958, 1558, 1985, 2231)]"
1_2614,1,"[(330, 709, 512, 892)]"
1_2615,1,"[(186, 165, 230, 197)]"
1_2616,1,"[(338, 72, 513, 227)]"
1_2617,1,"[(359, 35, 512, 246)]"
1_2618,1,"[(1324, 1375, 1516, 1738)]"
1_2619,1,"[(1451, 2091, 2120, 2784)]"
1_262,1,"[(191, 232, 225, 265)]"
1_2620,1,"[(1058, 1128, 1312, 1442)]"
1_2621,1,"[(173, 78, 248, 127)]"
1_2622,1,"[(154, 389, 250, 521)]"
1_2623,1,"[(651, 1402, 1304, 1777)]"
1_2624,1,"[(369, 95, 474, 229)]"
1_2625,1,"[(1095, 1453, 1376, 1661)]"
1_2626,1,"[(168, 125, 251, 185)]"
1_2627,1,"[(158, 348, 248, 419)]"
1_2628,1,"[(1111, 1131, 1474, 1526)]"
1_2629,1,"[(178, 256, 238, 316)]"
1_263,1,"[(522, 1595, 1244, 2509)]"
1_2630,1,"[(171, 43, 253, 96)]"
1_2631,1,"[(397, 141, 454, 193)]"
1_2632,1,"[(161, 188, 262, 239)]"
1_2633,1,"[(160, 224, 262, 278)]"
1_2634,1,"[(185, 74, 232, 128)]"
1_2635,1,"[(1544, 1772, 1885, 2264)]"
1_2636,1,"[(1210, 1889, 2471, 2556)]"
1_2637,1,"[(951, 1143, 1582, 1541)]"
1_2638,1,"[(1402, 1175, 2166, 1728)]"
1_2639,1,"[(1146, 1438, 1757, 1850)]"
1_264,1,"[(577, 1278, 1039, 1781)]"
1_2640,1,"[(374, 118, 470, 205)]"
1_2641,1,"[(166, 178, 257, 239)]"
1_2642,1,"[(1199, 1538, 2083, 2064)]"
1_2643,1,"[(1315, 754, 1503, 2060)]"
1_2644,1,"[(171, 46, 251, 96)]"
1_2645,1,"[(320, 176, 628, 627)]"
1_2646,1,"[(715, 1123, 1490, 1885)]"
1_2647,1,"[(1472, 1672, 2024, 2202)]"
1_2648,1,"[(140, 387, 268, 515)]"
1_2649,1,"[(347, 380, 487, 575)]"
1_265,1,"[(822, 1538, 1510, 2319)]"
1_2650,1,"[(335, 3, 512, 324)]"
1_2651,1,"[(296, 329, 544, 583)]"
1_2652,1,"[(191, 232, 223, 266)]"
1_2653,1,"[(1153, 1555, 1837, 2263)]"
1_2654,1,"[(171, 219, 244, 278)]"
1_2655,1,"[(364, 406, 460, 536)]"
1_2656,1,"[(159, 178, 256, 252)]"
1_2657,1,"[(342, 421, 496, 521)]"
1_2658,1,"[(1401, 1250, 1969, 1829)]"
1_2659,1,"[(357, 769, 462, 852)]"
1_266,1,"[(1247, 1726, 2004, 2716)]"
1_2660,1,"[(1888, 1612, 2562, 2462)]"
1_2661,1,"[(160, 213, 256, 289)]"
1_2662,1,"[(2431, 1215, 2843, 2385)]"
1_2663,1,"[(185, 398, 223, 446)]"
1_2664,1,"[(187, 27, 233, 62)]"
1_2665,1,"[(155, 218, 251, 267)]"
1_2666,1,"[(253, 717, 758, 1118)]"
1_2667,1,"[(1335, 1608, 1687, 2031)]"
1_2668,1,"[(162, 346, 238, 417)]"
1_2669,1,"[(1822, 1179, 2544, 2366)]"
1_267,1,"[(367, 78, 487, 214)]"
1_2670,1,"[(1009, 1470, 1493, 1717)]"
1_2671,1,"[(1882, 1478, 2317, 1798)]"
1_2672,1,"[(943, 1441, 1622, 1828)]"
1_2673,1,"[(639, 1552, 1842, 2152)]"
1_2674,1,"[(1064, 1071, 1525, 1775)]"
1_2675,1,"[(978, 1678, 2191, 3350)]"
1_2676,1,"[(196, 53, 228, 84)]"
1_2677,1,"[(162, 180, 255, 252)]"
1_2678,1,"[(2170, 3057, 2785, 3498)]"
1_2679,1,"[(1409, 2126, 1889, 2606)]"
1_268,1,"[(1666, 2053, 2139, 2582)]"
1_2680,1,"[(348, 990, 951, 2002)]"
1_2681,1,"[(177, 122, 237, 169)]"
1_2682,1,"[(995, 1843, 1242, 2099)]"
1_2683,1,"[(880, 1154, 1271, 1506)]"
1_2684,1,"[(240, 32, 604, 273)]"
1_2685,1,"[(182, 96, 243, 139)]"
1_2686,1,"[(178, 108, 239, 143)]"
1_2687,1,"[(368, 394, 466, 531)]"
1_2688,1,"[(339, 751, 460, 874)]"
1_2689,1,"[(182, 105, 232, 147)]"
1_269,1,"[(846, 1322, 1353, 1683)]"
1_2690,1,"[(366, 278, 561, 504)]"
1_2691,1,"[(361, 99, 473, 223)]"
1_2692,1,"[(183, 189, 231, 233)]"
1_2693,1,"[(158, 399, 255, 494)]"
1_2694,1,"[(241, 182, 361, 271)]"
1_2695,1,"[(359, 536, 463, 1103)]"
1_2696,1,"[(280, 115, 678, 535)]"
1_2697,1,"[(372, 376, 468, 570)]"
1_2698,1,"[(378, 779, 441, 845)]"
1_2699,1,"[(805, 1931, 2016, 2995)]"
1_27,1,"[(1063, 1663, 1931, 2482)]"
1_270,1,"[(366, 396, 458, 552)]"
1_2700,1,"[(1204, 2465, 2144, 3133)]"
1_2701,1,"[(170, 320, 239, 445)]"
1_2702,1,"[(174, 99, 237, 145)]"
1_2703,1,"[(1, 36, 321, 364)]"
1_2704,1,"[(337, 263, 673, 620)]"
1_2705,1,"[(967, 2394, 2139, 3240)]"
1_2706,1,"[(181, 309, 233, 357)]"
1_2707,1,"[(170, 93, 254, 149)]"
